,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal
8398,46,F,2,Graduate,Married,Less than $40K,Blue,40,5,2,6568.0,0
8399,40,F,4,Graduate,Married,Less than $40K,Blue,28,1,3,1622.0,972
8400,51,F,2,College,Single,Less than $40K,Blue,36,1,3,1438.3,718
8401,34,F,2,High School,Single,$40K - $60K,Blue,36,2,3,1677.0,0
8402,48,F,2,Graduate,Married,Less than $40K,Blue,41,1,1,7884.0,745
8403,57,F,2,Graduate,Married,Less than $40K,Blue,45,1,3,1860.0,0
8404,48,F,3,Graduate,Married,Less than $40K,Blue,41,1,2,8074.0,2426
8405,47,F,4,Graduate,Married,Less than $40K,Blue,30,2,3,2124.0,1573
8406,48,F,4,Graduate,Single,Less than $40K,Blue,37,1,1,3413.0,1715
8407,41,F,5,Graduate,Married,Less than $40K,Blue,24,2,3,2178.0,1408
8408,47,F,3,Uneducated,Single,Less than $40K,Blue,35,1,4,2446.0,1899
8409,37,F,2,Graduate,Single,Less than $40K,Blue,21,1,1,3967.0,1476
8410,45,F,4,Graduate,Married,Less than $40K,Blue,36,2,2,4146.0,2027
8411,26,F,0,Uneducated,Married,Less than $40K,Silver,13,1,2,34516.0,2403
8412,58,F,0,Graduate,Married,Less than $40K,Blue,52,1,2,1869.0,1255
8413,46,F,2,College,Single,Less than $40K,Blue,33,2,3,2168.0,1334
8414,49,F,2,College,Married,Less than $40K,Blue,40,1,2,2096.0,1276
8415,41,M,2,Graduate,Single,$60K - $80K,Blue,28,2,1,7293.0,993
8416,46,F,4,College,Married,Less than $40K,Blue,35,2,2,1438.3,0
8417,42,M,2,Graduate,Single,$40K - $60K,Blue,36,1,1,1438.3,686
8418,57,F,3,High School,Single,Less than $40K,Blue,46,1,2,2298.0,1540
8419,48,F,4,Graduate,Single,Less than $40K,Blue,37,1,2,3829.0,836
8420,58,F,3,Doctorate,Married,Less than $40K,Blue,47,1,3,1517.0,920
8421,46,F,2,College,Married,Less than $40K,Silver,36,2,3,13427.0,1507
8422,53,M,3,Graduate,Married,$80K - $120K,Blue,40,2,2,16747.0,0
8423,58,F,1,Graduate,Married,Less than $40K,Blue,48,2,3,9926.0,2216
8424,54,F,2,High School,Married,Less than $40K,Blue,44,1,1,2691.0,811
8425,42,F,3,High School,Married,$40K - $60K,Blue,30,5,3,1456.0,0
8426,43,F,4,Graduate,Single,Less than $40K,Blue,34,2,3,2005.0,1263
8427,35,F,3,High School,Married,Less than $40K,Blue,36,2,3,4790.0,1189
8428,46,F,2,Graduate,Married,Less than $40K,Blue,36,2,3,3123.0,1639
8429,42,F,3,College,Married,Less than $40K,Blue,28,1,2,5471.0,2517
8430,53,M,3,Graduate,Married,$120K +,Blue,46,1,2,13670.0,0
8431,52,M,2,Graduate,Single,$60K - $80K,Blue,45,2,3,3460.0,0
8432,48,M,2,Uneducated,Married,$40K - $60K,Blue,42,1,3,3202.0,2517
8433,31,F,1,Uneducated,Married,Less than $40K,Blue,20,6,2,1438.3,0
8434,50,M,2,Post-Graduate,Single,$60K - $80K,Blue,36,1,3,2296.0,1371
8435,54,F,5,Graduate,Single,Less than $40K,Blue,49,2,3,1476.0,0
8436,35,F,3,Doctorate,Single,Less than $40K,Blue,24,1,1,12287.0,770
8437,41,F,4,Graduate,Single,Less than $40K,Blue,36,2,3,2470.0,1566
8438,46,M,2,Graduate,Married,$120K +,Blue,34,1,3,24431.0,892
8439,41,M,4,Graduate,Married,Less than $40K,Blue,36,1,1,1950.0,998
8440,49,F,4,Graduate,Married,Less than $40K,Blue,36,1,3,6615.0,0
8441,47,F,4,Graduate,Single,Less than $40K,Blue,34,1,3,5756.0,860
8442,55,F,2,College,Single,Less than $40K,Blue,49,1,0,1438.3,0
8443,32,F,0,Graduate,Single,Less than $40K,Blue,22,1,3,1438.3,713
8444,50,F,2,Graduate,Married,Less than $40K,Blue,36,2,3,1912.0,0
8445,45,F,4,High School,Single,Less than $40K,Blue,26,6,2,4549.0,1631
8446,45,F,4,Graduate,Married,Less than $40K,Blue,33,1,2,1979.0,1305
8447,40,F,5,Graduate,Married,$40K - $60K,Blue,24,1,1,2803.0,1747
8448,45,F,3,High School,Married,Less than $40K,Blue,35,2,2,2548.0,2250
8449,45,F,2,High School,Married,Less than $40K,Blue,36,1,2,1457.0,828
8450,32,F,0,Graduate,Married,Less than $40K,Blue,36,5,3,1438.3,0
8451,59,F,1,Graduate,Single,$40K - $60K,Blue,53,2,2,1980.0,1409
8452,48,F,2,Graduate,Married,Less than $40K,Blue,35,2,3,2216.0,1262
8453,57,F,3,Graduate,Divorced,$40K - $60K,Blue,47,1,3,4262.0,2517
8454,42,F,2,Uneducated,Married,Less than $40K,Blue,28,1,2,2573.0,1742
8455,55,F,2,High School,Married,$40K - $60K,Blue,42,2,2,5431.0,2007
8456,43,F,5,Uneducated,Married,Less than $40K,Blue,30,1,3,3092.0,909
8457,37,F,2,Graduate,Married,Less than $40K,Blue,31,1,3,2984.0,0
8458,48,F,2,Uneducated,Married,Less than $40K,Blue,38,1,3,2186.0,1017
8459,34,M,1,Graduate,Single,Less than $40K,Blue,28,1,6,2669.0,1649
8460,50,F,3,Graduate,Married,Less than $40K,Blue,45,1,3,1789.0,1156
8461,36,F,1,Doctorate,Single,Less than $40K,Blue,25,1,2,2835.0,2511
8462,44,F,5,Graduate,Single,Less than $40K,Blue,28,2,2,1558.0,879
8463,47,M,4,Graduate,Single,$80K - $120K,Blue,42,1,1,7299.0,0
8464,56,F,1,High School,Single,Less than $40K,Blue,48,1,5,3556.0,0
8465,45,F,3,Graduate,Married,Less than $40K,Blue,35,1,2,1438.3,834
8466,35,F,2,Graduate,Single,Less than $40K,Blue,36,2,1,1507.0,0
8467,51,F,2,Graduate,Married,Less than $40K,Blue,34,2,3,7551.0,0
8468,38,F,2,Uneducated,Single,Less than $40K,Blue,25,2,3,2468.0,872
8469,42,F,3,Graduate,Married,Less than $40K,Blue,36,2,3,2515.0,1453
8470,59,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,9076.0,0
8471,45,M,3,College,Single,$60K - $80K,Blue,35,1,1,10699.0,1099
8472,34,M,2,High School,Married,$80K - $120K,Blue,25,6,2,1439.0,0
8473,44,F,3,Doctorate,Married,Less than $40K,Blue,40,2,1,7212.0,1008
8474,54,F,4,High School,Single,$40K - $60K,Blue,48,2,4,3089.0,1177
8475,46,M,3,Graduate,Married,$80K - $120K,Blue,41,1,2,11250.0,0
8476,53,F,1,College,Married,Less than $40K,Blue,36,1,3,1665.0,964
8477,54,M,1,College,Single,$120K +,Blue,48,1,3,2456.0,1654
8478,47,M,1,Graduate,Married,$60K - $80K,Blue,40,2,2,11773.0,0
8479,43,F,4,Graduate,Single,$40K - $60K,Blue,23,2,1,1438.3,0
8480,41,F,3,College,Single,$40K - $60K,Blue,32,2,1,3104.0,1954
8481,48,F,3,College,Married,Less than $40K,Blue,40,2,6,2337.0,0
8482,50,F,3,Uneducated,Married,Less than $40K,Blue,34,2,2,4060.0,2336
8483,42,F,4,Uneducated,Single,Less than $40K,Blue,24,2,2,3428.0,2209
8484,44,M,3,Graduate,Married,$40K - $60K,Blue,36,1,1,12967.0,2517
8485,45,M,3,Graduate,Single,Less than $40K,Blue,36,2,1,2326.0,642
8486,39,F,3,Graduate,Married,Less than $40K,Blue,26,2,2,4376.0,855
8487,46,M,3,Uneducated,Married,$60K - $80K,Blue,33,2,2,12745.0,0
8488,39,M,2,Doctorate,Single,$60K - $80K,Blue,36,2,2,1790.0,891
8489,40,F,3,Uneducated,Married,Less than $40K,Blue,30,2,3,2969.0,0
8490,43,M,3,Doctorate,Single,$40K - $60K,Blue,35,2,6,4970.0,1588
8491,49,F,3,Graduate,Single,$40K - $60K,Blue,32,1,3,5400.0,1426
8492,46,F,1,Uneducated,Married,Less than $40K,Blue,28,5,2,2069.0,0
8493,52,F,2,Graduate,Married,Less than $40K,Blue,45,2,2,3192.0,0
8494,48,F,3,Graduate,Single,Less than $40K,Blue,37,2,2,2105.0,1072
8495,44,M,4,College,Single,$80K - $120K,Blue,34,2,2,1876.0,861
8496,57,F,3,Graduate,Married,Less than $40K,Blue,43,5,3,1462.0,0
8497,40,F,2,Graduate,Single,$40K - $60K,Blue,29,1,3,2351.0,1337
8498,54,F,3,Uneducated,Single,Less than $40K,Blue,49,2,2,1719.0,0
8499,47,F,4,Uneducated,Single,$40K - $60K,Blue,36,1,1,1438.3,0
8500,26,F,0,Graduate,Married,Less than $40K,Blue,20,2,2,2516.0,2378
8501,33,F,1,Graduate,Single,$40K - $60K,Blue,20,2,2,4883.0,0
8502,38,M,3,High School,Single,$80K - $120K,Blue,29,2,1,3413.0,1801
8503,59,F,0,Graduate,Single,$40K - $60K,Blue,52,2,4,1852.0,0
8504,35,F,2,Graduate,Married,Less than $40K,Blue,25,2,3,3339.0,2014
8505,45,F,4,College,Single,Less than $40K,Blue,41,6,3,3785.0,2517
8506,61,M,0,Uneducated,Single,$40K - $60K,Blue,49,1,2,2228.0,1480
8507,55,F,1,Graduate,Married,Less than $40K,Blue,36,2,3,3626.0,795
8508,58,F,0,Graduate,Married,$40K - $60K,Blue,47,2,2,2194.0,1302
8509,41,F,5,Graduate,Married,Less than $40K,Blue,28,2,3,2665.0,1936
8510,42,M,4,Uneducated,Married,$40K - $60K,Blue,38,1,4,2444.0,0
8511,45,F,4,Uneducated,Married,Less than $40K,Blue,32,1,1,3335.0,2238
8512,45,F,3,Post-Graduate,Married,Less than $40K,Blue,32,2,3,2726.0,2127
8513,51,F,1,High School,Married,Less than $40K,Blue,43,4,3,1665.0,1521
8514,40,F,2,High School,Married,Less than $40K,Blue,28,1,3,2734.0,1661
8515,57,F,2,College,Single,Less than $40K,Blue,47,1,3,1727.0,996
8516,50,F,1,Post-Graduate,Married,Less than $40K,Blue,46,2,2,19349.0,615
8517,53,M,0,Graduate,Single,$60K - $80K,Blue,42,1,2,13409.0,1168
8518,45,F,3,Graduate,Single,Less than $40K,Blue,39,2,2,1438.3,0
8519,42,F,3,College,Single,$40K - $60K,Blue,35,2,3,6330.0,1573
8520,49,F,4,Graduate,Married,Less than $40K,Blue,42,2,4,2575.0,2517
8521,55,F,1,Graduate,Married,$40K - $60K,Blue,43,2,1,3391.0,1696
8522,48,F,3,Graduate,Married,Less than $40K,Blue,40,2,3,5298.0,0
8523,44,F,2,Post-Graduate,Married,Less than $40K,Blue,32,1,3,2540.0,1561
8524,63,M,1,Graduate,Single,$60K - $80K,Blue,52,6,4,14324.0,2507
8525,48,F,5,Graduate,Married,Less than $40K,Blue,43,1,1,2876.0,1628
8526,41,F,5,Graduate,Married,Less than $40K,Blue,28,2,3,1504.0,970
8527,45,F,2,Uneducated,Single,Less than $40K,Blue,36,2,2,1839.0,0
8528,54,F,2,Doctorate,Married,Less than $40K,Blue,35,1,4,1685.0,0
8529,48,F,3,Graduate,Married,Less than $40K,Blue,36,1,1,4850.0,1022
8530,40,F,3,Uneducated,Married,Less than $40K,Blue,27,1,1,2840.0,2517
8531,47,F,4,Graduate,Single,$40K - $60K,Blue,36,1,2,2977.0,1927
8532,45,F,4,Graduate,Single,Less than $40K,Gold,27,1,2,34516.0,0
8533,39,F,1,Uneducated,Single,Less than $40K,Blue,35,1,5,1961.0,0
8534,53,F,2,High School,Married,Less than $40K,Blue,36,2,3,2156.0,1198
8535,53,F,0,Uneducated,Married,$40K - $60K,Blue,40,1,3,2772.0,2414
8536,29,F,1,Uneducated,Married,Less than $40K,Blue,21,2,1,2832.0,1819
8537,44,F,4,High School,Single,Less than $40K,Blue,35,2,5,1552.0,1375
8538,46,M,2,High School,Single,$40K - $60K,Blue,36,5,2,6362.0,0
8539,40,M,3,Graduate,Divorced,Less than $40K,Silver,36,1,3,11409.0,1658
8540,40,F,2,Uneducated,Single,Less than $40K,Blue,27,2,6,1965.0,0
8541,42,F,2,Uneducated,Married,$40K - $60K,Blue,29,1,2,1622.0,0
8542,38,F,4,Uneducated,Married,Less than $40K,Blue,27,1,3,1736.0,1319
8543,54,F,2,College,Single,Less than $40K,Blue,36,1,3,8827.0,0
8544,49,M,4,High School,Married,$80K - $120K,Blue,36,2,3,24256.0,1076
8545,52,F,3,Uneducated,Single,$40K - $60K,Blue,36,2,3,1915.0,1445
8546,38,F,4,College,Single,Less than $40K,Blue,27,2,3,1438.3,0
8547,44,F,2,Graduate,Married,Less than $40K,Blue,26,2,1,2006.0,1030
8548,44,F,1,Uneducated,Divorced,Less than $40K,Blue,37,1,2,5594.0,1235
8549,52,F,3,High School,Married,Less than $40K,Blue,38,2,1,3505.0,2517
8550,56,F,3,High School,Married,Less than $40K,Blue,44,4,3,1667.0,595
8551,47,F,5,High School,Single,Less than $40K,Blue,36,2,3,1636.0,0
8552,52,F,3,Graduate,Married,Less than $40K,Blue,38,1,2,3281.0,911
8553,50,F,3,High School,Single,Less than $40K,Blue,42,1,3,1477.0,0
8554,44,F,4,Graduate,Married,Less than $40K,Blue,36,6,3,1905.0,0
8555,39,M,2,Graduate,Single,$60K - $80K,Blue,19,1,2,6146.0,0
8556,53,M,2,College,Married,$40K - $60K,Blue,40,2,3,2672.0,1604
8557,42,M,4,High School,Married,$60K - $80K,Blue,38,2,2,13426.0,0
8558,48,M,3,Graduate,Divorced,$40K - $60K,Blue,43,2,3,9104.0,145
8559,47,M,2,Post-Graduate,Married,$80K - $120K,Blue,35,1,3,30300.0,1166
8560,51,M,3,Graduate,Married,$80K - $120K,Blue,39,1,2,7088.0,1750
8561,56,F,3,Graduate,Married,$40K - $60K,Blue,36,2,3,1872.0,661
8562,33,F,4,College,Married,$40K - $60K,Blue,26,1,2,2874.0,2517
8563,36,M,2,Graduate,Single,$40K - $60K,Blue,36,2,2,6763.0,1660
8564,57,M,2,Graduate,Divorced,$120K +,Blue,38,1,2,24379.0,1116
8565,39,F,1,Graduate,Single,Less than $40K,Blue,21,1,2,2867.0,1365
8566,59,M,0,Uneducated,Married,$60K - $80K,Blue,48,2,6,13172.0,0
8567,41,F,2,High School,Single,Less than $40K,Blue,36,4,3,2201.0,2104
8568,29,F,0,College,Married,Less than $40K,Blue,19,2,1,3261.0,2517
8569,39,F,3,High School,Married,$40K - $60K,Blue,21,1,2,5027.0,0
8570,47,F,2,Graduate,Married,$40K - $60K,Blue,36,1,3,1811.0,0
8571,49,M,1,High School,Married,$60K - $80K,Blue,36,2,3,2465.0,1334
8572,43,F,3,Graduate,Single,Less than $40K,Blue,36,1,3,7584.0,1834
8573,46,F,2,Graduate,Married,Less than $40K,Blue,36,2,3,4065.0,2517
8574,60,M,1,High School,Divorced,$80K - $120K,Blue,48,1,5,28930.0,0
8575,48,M,4,Graduate,Married,$80K - $120K,Blue,33,1,3,4963.0,2115
8576,50,M,3,Post-Graduate,Married,$60K - $80K,Blue,45,6,4,2049.0,0
8577,47,M,3,Uneducated,Divorced,$60K - $80K,Blue,41,2,3,1943.0,0
8578,56,F,1,Post-Graduate,Married,$40K - $60K,Blue,38,1,2,3485.0,1465
8579,43,M,3,Graduate,Married,$80K - $120K,Blue,38,3,5,23459.0,2305
8580,51,F,2,College,Single,Less than $40K,Blue,31,2,1,2306.0,1627
8581,42,M,3,High School,Married,$80K - $120K,Blue,36,2,3,18177.0,841
8582,49,F,2,Graduate,Married,Less than $40K,Blue,36,3,1,3252.0,2517
8583,47,F,3,Uneducated,Single,Less than $40K,Blue,41,3,3,2894.0,2117
8584,44,M,3,Post-Graduate,Married,$80K - $120K,Blue,32,3,4,34516.0,1807
8585,44,M,3,High School,Married,$120K +,Silver,34,3,1,34516.0,2517
8586,53,M,3,Graduate,Single,$120K +,Gold,43,3,1,34516.0,2435
8587,41,M,3,Graduate,Single,$40K - $60K,Blue,37,3,3,7839.0,1544
8588,49,M,2,Graduate,Married,$120K +,Blue,38,3,6,16494.0,1158
8589,49,M,1,High School,Married,$60K - $80K,Gold,36,2,2,6224.0,2201
8590,42,F,3,College,Married,Less than $40K,Blue,13,3,2,6078.0,1478
8591,50,M,3,High School,Single,$80K - $120K,Blue,39,3,3,21322.0,2216
8592,51,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,2,3,1590.0,1273
8593,52,F,3,Uneducated,Divorced,Less than $40K,Blue,36,3,1,1986.0,1411
8594,48,M,3,Graduate,Single,$60K - $80K,Blue,36,2,1,15618.0,0
8595,44,M,2,Uneducated,Married,$80K - $120K,Blue,33,3,1,34496.0,1665
8596,40,F,2,High School,Single,$40K - $60K,Blue,35,2,1,2544.0,1713
8597,42,M,1,Graduate,Married,$80K - $120K,Blue,36,2,1,4765.0,1516
8598,43,F,3,Graduate,Single,Less than $40K,Blue,37,2,3,16583.0,1797
8599,42,M,3,Graduate,Married,Less than $40K,Blue,36,2,2,6153.0,974
8600,42,F,4,High School,Married,Less than $40K,Gold,36,2,3,15987.0,1187
8601,51,F,4,Graduate,Single,Less than $40K,Blue,40,3,2,5139.0,1799
8602,61,F,1,High School,Single,Less than $40K,Blue,56,3,2,3421.0,2266
8603,59,M,0,Uneducated,Single,$40K - $60K,Blue,36,3,2,11000.0,1013
8604,46,F,4,Uneducated,Married,Less than $40K,Blue,37,3,3,2490.0,0
8605,51,M,2,Post-Graduate,Married,$80K - $120K,Gold,46,2,3,34516.0,814
8606,48,F,3,Post-Graduate,Married,Less than $40K,Blue,36,2,2,2490.0,1582
8607,44,F,4,High School,Single,$40K - $60K,Blue,36,3,2,2055.0,0
8608,56,M,2,Graduate,Single,$40K - $60K,Blue,48,2,2,14344.0,2014
8609,42,F,1,Post-Graduate,Single,Less than $40K,Blue,28,3,3,3453.0,1010
8610,40,M,2,College,Divorced,$60K - $80K,Blue,36,3,2,20304.0,0
8611,61,F,1,College,Single,Less than $40K,Blue,55,2,3,8283.0,1444
8612,45,M,4,Uneducated,Single,$80K - $120K,Blue,35,2,2,11318.0,2082
8613,49,M,2,Graduate,Single,$80K - $120K,Blue,43,2,3,2384.0,1919
8614,47,M,3,Uneducated,Married,$60K - $80K,Blue,36,2,3,11919.0,2347
8615,45,F,3,High School,Married,Less than $40K,Blue,32,2,5,2948.0,968
8616,43,M,3,College,Married,$60K - $80K,Blue,36,2,1,5397.0,1265
8617,42,M,3,Graduate,Married,$60K - $80K,Blue,29,3,3,12294.0,2517
8618,42,M,5,High School,Married,$80K - $120K,Blue,23,3,2,7253.0,0
8619,43,F,3,College,Married,Less than $40K,Blue,36,3,3,21922.0,1467
8620,40,M,3,High School,Married,$60K - $80K,Blue,28,2,2,13452.0,2517
8621,50,F,3,College,Married,Less than $40K,Blue,44,2,1,24735.0,2296
8622,53,F,3,Graduate,Single,$40K - $60K,Blue,45,2,2,4942.0,2119
8623,49,M,1,Graduate,Married,$40K - $60K,Blue,40,6,1,14973.0,0
8624,44,M,4,Uneducated,Single,$80K - $120K,Blue,31,3,2,19719.0,1303
8625,49,M,4,Graduate,Married,$80K - $120K,Blue,29,2,2,29690.0,2517
8626,42,F,4,Graduate,Married,Less than $40K,Blue,31,3,2,6751.0,1192
8627,43,F,3,High School,Married,Less than $40K,Blue,36,3,3,9484.0,2451
8628,51,F,3,Graduate,Single,Less than $40K,Blue,46,3,2,4333.0,1848
8629,40,F,3,Uneducated,Married,Less than $40K,Blue,30,2,5,2481.0,2119
8630,57,F,4,Post-Graduate,Single,Less than $40K,Blue,45,2,2,3059.0,1744
8631,51,M,0,Doctorate,Single,$120K +,Platinum,44,3,2,34516.0,1925
8632,49,M,2,Doctorate,Divorced,$80K - $120K,Blue,36,3,3,25178.0,1803
8633,61,M,1,Graduate,Single,Less than $40K,Blue,54,3,3,7169.0,629
8634,62,M,2,Graduate,Single,$60K - $80K,Blue,56,2,3,18224.0,1383
8635,39,M,1,Graduate,Single,$80K - $120K,Silver,28,3,1,34516.0,2017
8636,52,M,2,Graduate,Divorced,$60K - $80K,Blue,34,2,1,4813.0,0
8637,38,F,1,High School,Single,Less than $40K,Blue,27,2,2,24965.0,2517
8638,50,F,3,High School,Single,Less than $40K,Silver,38,3,2,12569.0,2167
8639,43,M,3,Graduate,Divorced,$120K +,Blue,30,3,1,34516.0,2517
8640,53,F,2,College,Single,Less than $40K,Blue,48,2,2,8259.0,1182
8641,42,M,4,High School,Married,$60K - $80K,Blue,27,2,3,13804.0,1903
8642,43,F,1,High School,Single,Less than $40K,Blue,30,3,2,5700.0,1904
8643,43,F,4,Graduate,Married,Less than $40K,Blue,35,3,3,6448.0,1464
8644,57,M,2,Post-Graduate,Divorced,$60K - $80K,Blue,51,2,3,5479.0,1200
8645,50,F,0,Uneducated,Married,Less than $40K,Blue,42,3,4,3749.0,1594
8646,48,M,4,High School,Single,$120K +,Blue,40,2,3,30210.0,1946
8647,41,M,3,Graduate,Married,$120K +,Blue,36,2,2,5807.0,1143
8648,44,M,3,High School,Married,$60K - $80K,Blue,36,2,2,3605.0,0
8649,44,F,4,College,Single,$40K - $60K,Silver,39,2,1,17077.0,2179
8650,43,F,2,College,Married,Less than $40K,Blue,37,3,3,5380.0,1337
8651,51,M,3,Graduate,Married,$80K - $120K,Gold,36,2,1,34516.0,761
8652,47,M,4,Post-Graduate,Married,$80K - $120K,Blue,30,3,3,27720.0,2414
8653,47,F,3,Doctorate,Single,$40K - $60K,Silver,39,3,2,18341.0,1060
8654,38,M,1,High School,Single,$120K +,Blue,30,2,1,27712.0,2130
8655,46,M,3,High School,Single,$40K - $60K,Blue,42,3,2,8285.0,1359
8656,41,F,4,Uneducated,Married,$40K - $60K,Silver,36,3,2,19704.0,0
8657,47,M,2,Graduate,Married,$80K - $120K,Blue,41,2,2,21325.0,2197
8658,41,M,1,Graduate,Married,$80K - $120K,Blue,30,3,3,34516.0,2109
8659,49,F,2,Uneducated,Single,$40K - $60K,Blue,37,2,1,7045.0,1293
8660,44,M,4,Graduate,Single,$80K - $120K,Blue,37,3,3,14388.0,2517
8661,48,F,4,Post-Graduate,Single,Less than $40K,Blue,38,3,3,3874.0,460
8662,44,M,4,Graduate,Married,$60K - $80K,Blue,24,2,2,4752.0,0
8663,50,F,4,Doctorate,Married,Less than $40K,Silver,36,3,2,34516.0,2096
8664,59,F,1,High School,Single,Less than $40K,Blue,46,2,3,7484.0,1939
8665,49,F,3,High School,Married,Less than $40K,Silver,36,2,3,34516.0,1273
8666,42,M,4,Uneducated,Single,$80K - $120K,Silver,36,2,2,34516.0,2253
8667,52,M,3,Graduate,Married,$60K - $80K,Blue,36,3,3,18336.0,2077
8668,46,M,3,Graduate,Married,$40K - $60K,Blue,34,3,6,2259.0,1346
8669,41,M,1,College,Married,$40K - $60K,Blue,32,3,4,10682.0,1334
8670,39,F,4,Doctorate,Married,Less than $40K,Blue,27,2,1,8587.0,1324
8671,46,F,2,Graduate,Single,Less than $40K,Blue,30,3,1,5494.0,2142
8672,45,F,2,Graduate,Married,Less than $40K,Blue,31,2,1,1946.0,1183
8673,53,M,3,High School,Single,$60K - $80K,Blue,47,2,1,6228.0,1738
8674,42,M,3,Graduate,Married,$80K - $120K,Blue,32,2,1,7537.0,1239
8675,44,F,3,Graduate,Single,Less than $40K,Silver,34,3,3,13609.0,1432
8676,47,F,3,High School,Married,Less than $40K,Silver,31,3,3,34516.0,2517
8677,46,M,3,Uneducated,Married,$60K - $80K,Gold,33,3,1,34516.0,713
8678,38,F,3,Graduate,Single,Less than $40K,Gold,31,2,3,15987.0,1766
8679,46,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,2,2391.0,1625
8680,39,M,2,Graduate,Married,$120K +,Blue,34,2,2,34516.0,1082
8681,47,M,2,College,Single,$60K - $80K,Blue,41,2,3,20811.0,1302
8682,46,M,4,Doctorate,Married,$60K - $80K,Gold,36,2,2,34516.0,1426
8683,45,M,2,Graduate,Married,$40K - $60K,Blue,36,2,1,3735.0,2113
8684,50,F,2,High School,Married,$40K - $60K,Blue,39,3,2,2275.0,2138
8685,43,F,3,High School,Married,Less than $40K,Blue,36,2,3,7350.0,1360
8686,48,M,3,College,Married,$40K - $60K,Blue,34,2,2,1913.0,1405
8687,50,F,3,Graduate,Married,Less than $40K,Blue,43,2,3,4249.0,789
8688,40,F,2,Graduate,Married,$40K - $60K,Blue,36,3,1,2136.0,1250
8689,46,M,4,College,Married,$40K - $60K,Silver,36,3,2,18956.0,1694
8690,45,M,4,College,Single,$60K - $80K,Blue,35,2,2,13445.0,1186
8691,53,M,1,High School,Single,Less than $40K,Blue,36,3,3,8979.0,1289
8692,49,F,2,Graduate,Married,Less than $40K,Blue,38,3,3,6674.0,1402
8693,52,F,2,Post-Graduate,Single,Less than $40K,Blue,34,3,3,6265.0,1677
8694,47,M,0,Graduate,Married,$80K - $120K,Silver,36,3,2,34516.0,1913
8695,47,M,2,Uneducated,Single,$80K - $120K,Blue,36,3,2,34516.0,1264
8696,43,M,2,High School,Single,$60K - $80K,Blue,33,1,2,13165.0,1255
8697,49,M,3,College,Divorced,$80K - $120K,Blue,38,2,3,9959.0,1143
8698,40,F,3,College,Divorced,$40K - $60K,Blue,28,2,2,9243.0,2019
8699,53,F,4,Graduate,Single,Less than $40K,Blue,44,1,1,4737.0,1649
8700,51,F,1,Graduate,Married,$40K - $60K,Blue,36,2,3,2710.0,0
8701,46,M,2,High School,Single,$40K - $60K,Blue,32,1,2,2000.0,1739
8702,41,M,3,High School,Single,$80K - $120K,Gold,28,2,2,34516.0,2098
8703,42,F,0,Graduate,Married,Less than $40K,Blue,28,1,1,8798.0,1509
8704,50,M,2,High School,Married,$120K +,Blue,40,1,2,24670.0,1623
8705,51,M,2,Uneducated,Divorced,$80K - $120K,Blue,40,1,2,23453.0,0
8706,44,M,3,High School,Single,$120K +,Silver,36,1,2,34516.0,1106
8707,49,M,4,Uneducated,Married,$60K - $80K,Blue,36,1,2,6139.0,1585
8708,51,F,2,Graduate,Married,$40K - $60K,Blue,36,2,2,14800.0,1020
8709,53,F,5,Graduate,Single,$40K - $60K,Blue,41,2,1,9815.0,1699
8710,49,F,4,Graduate,Single,Less than $40K,Blue,29,1,3,3919.0,2278
8711,59,M,1,Graduate,Single,Less than $40K,Blue,36,1,5,12265.0,1412
8712,47,F,2,Doctorate,Married,$40K - $60K,Blue,42,2,3,3256.0,2035
8713,50,M,3,Uneducated,Single,$80K - $120K,Blue,35,1,2,19000.0,2389
8714,44,M,4,Graduate,Single,$120K +,Silver,36,2,2,34516.0,1635
8715,48,M,4,Graduate,Married,$60K - $80K,Blue,37,2,1,13197.0,0
8716,47,M,3,College,Single,$60K - $80K,Blue,39,5,3,22599.0,0
8717,43,M,4,Uneducated,Married,$60K - $80K,Blue,31,1,1,23457.0,2517
8718,40,M,2,High School,Married,$80K - $120K,Blue,26,1,3,5238.0,2077
8719,41,M,4,Graduate,Single,$80K - $120K,Blue,33,1,1,31560.0,1298
8720,46,F,3,High School,Single,Less than $40K,Blue,36,2,2,6218.0,2517
8721,47,M,2,High School,Divorced,Less than $40K,Silver,42,1,2,34516.0,2019
8722,44,M,0,Graduate,Married,$60K - $80K,Silver,36,1,1,29572.0,1584
8723,52,F,2,Graduate,Married,Less than $40K,Blue,40,2,1,2743.0,1705
8724,39,M,3,Uneducated,Single,$80K - $120K,Blue,31,2,2,2844.0,2065
8725,53,F,2,High School,Single,Less than $40K,Blue,49,1,2,9678.0,1710
8726,49,M,0,Graduate,Married,$80K - $120K,Blue,36,1,2,26882.0,1673
8727,52,F,2,Post-Graduate,Married,Less than $40K,Blue,40,2,2,5207.0,1121
8728,46,M,4,High School,Divorced,$40K - $60K,Silver,36,2,2,15034.0,1356
8729,44,F,2,Graduate,Divorced,$40K - $60K,Blue,36,1,1,3107.0,1995
8730,52,F,2,High School,Single,$40K - $60K,Blue,39,2,1,12214.0,2379
